price,bedrooms,bathrooms,rooms,sqft_living,floors
620000,3,2.25,5.25,1720,1.5
245000,2,1,3,870,1
238000,3,2,5,1020,2
523000,3,1.5,4.5,1260,1.5
522500,3,2.5,5.5,2370,2
180000,3,1,4,1000,1
375000,3,1.5,4.5,1100,2
249000,3,2.25,5.25,1440,1
730100,4,2.5,6.5,3120,2
551000,2,2,4,2260,1
375000,4,2.5,6.5,2790,2
540000,1,1,2,1140,1.5
605000,3,2.25,5.25,1290,2
205000,5,1.75,6.75,1730,1
645000,4,2.5,6.5,3160,2
314000,4,2.5,6.5,2340,2
330000,3,1.5,4.5,1170,1
490000,2,1,3,1160,1
445000,3,3,6,1970,1
2000000,5,4.25,9.25,6490,2
377500,3,2.25,5.25,1410,2
480000,4,2.5,6.5,2430,2
804995,5,1.5,6.5,3360,2
341000,3,2.5,5.5,1480,2
675000,5,2.5,7.5,3200,2
611000,3,2.5,5.5,2134,2.5
379950,3,3.25,6.25,1860,3
1270000,4,3,7,5520,2
500000,2,2.5,4.5,1310,2
410000,3,2,5,1700,1
415000,3,2.5,5.5,2480,2
297000,5,2.5,7.5,1970,2
575550,4,2.5,6.5,2060,1
534640,3,2.5,5.5,2130,1
352500,3,2.25,5.25,1410,1
488000,2,2,4,1360,1
732000,3,2,5,1940,1
215000,2,2.25,4.25,1610,2
592500,2,2,4,1420,1.5
290000,4,2.5,6.5,1700,2
475000,2,1,3,1490,1
320000,3,2.5,5.5,2680,2
1216000,4,2.5,6.5,3190,1
290000,5,1.5,6.5,2120,1.5
487250,4,2,6,1690,1.5
339000,4,2.5,6.5,1830,2
440000,2,1.5,3.5,1010,1.5
366500,4,2.75,6.75,2070,1
462000,3,1.5,4.5,1710,1.5
560000,4,1,5,1660,1.5
285000,4,1.75,5.75,2080,1
280000,3,2.5,5.5,1270,2
210000,3,1,4,1080,1
690000,3,2,5,1610,1.5
256500,2,1,3,1120,1
411000,4,2.75,6.75,2500,2
215000,3,1,4,970,1
762000,5,2,7,3370,1.5
359950,3,1,4,1290,1
480000,4,3.5,7.5,3370,2
1405000,4,3.5,7.5,3410,2
390000,4,2.5,6.5,2490,2
413500,2,1,3,770,1
285000,1,1.5,2.5,810,2
475000,4,2.5,6.5,3060,1
386591,3,2.5,5.5,1690,2
524950,3,1.75,4.75,1890,1
241000,2,2,4,1470,2
461000,2,1,3,1060,1
810000,4,2.5,6.5,3480,2
885000,4,2.75,6.75,2730,1.5
247000,3,2.25,5.25,1580,2
296500,3,2.75,5.75,2170,1
141800,2,1,3,930,1
333000,4,2,6,1580,2
602000,5,1.75,6.75,3290,1.5
565000,4,2.25,6.25,2110,2
373000,3,2.5,5.5,1670,2
588000,3,2.25,5.25,2030,1
485000,3,1,4,1500,1.5
482500,3,2.25,5.25,1450,2
251200,4,1.5,5.5,1310,1
869000,5,3.25,8.25,4180,2
464000,3,1.75,4.75,1630,1
755000,4,2.5,6.5,2660,2
280000,3,2.5,5.5,1720,2
485000,2,2.25,4.25,1260,3
305000,3,1.75,4.75,1610,1
110700,2,1,3,680,1
850000,4,3.5,7.5,2640,2
350000,3,2.25,5.25,1640,2
319950,4,1.75,5.75,2310,1
700000,3,1.75,4.75,2010,1
368000,2,1.5,3.5,1660,1
433500,3,2.5,5.5,2200,2
611000,4,2.5,6.5,2460,2
1000000,2,1.75,3.75,2430,1
307000,3,1,4,1370,1
442500,3,1.75,4.75,1800,1
485000,3,1.75,4.75,2200,2
367000,2,1,3,700,1
429000,3,2.5,5.5,1920,2
446000,5,2.75,7.75,2190,1
572500,3,2.25,5.25,2030,1
477000,3,2.5,5.5,1350,3
518000,3,2.5,5.5,1680,2
462000,5,1.75,6.75,1250,1
1190000,4,3,7,2240,1.5
137000,3,1,4,950,1
530000,3,3.5,6.5,2320,2
818000,2,2.5,4.5,2380,1
640000,2,2.25,4.25,1540,3
298450,5,3,8,2100,1
575000,4,2.5,6.5,2500,2
730000,4,2.5,6.5,3230,2
551000,3,2.5,5.5,2830,2
271310,2,1,3,870,1.5
675000,4,3,7,2690,1
479000,3,2.5,5.5,1260,3
520000,4,3.5,7.5,2680,2
599950,3,2.5,5.5,2660,2
483945,2,1.75,3.75,1480,1
390000,4,2.25,6.25,1770,1
192500,2,1,3,950,1
330000,2,1,3,860,1
250000,4,2,6,1960,1
243000,2,1,3,1770,1.5
575000,4,1.75,5.75,1280,1
639000,4,2.5,6.5,2150,2
710000,2,1,3,1790,1
675000,3,2.25,5.25,1990,2
405000,5,2.5,7.5,2430,2
615000,4,2.75,6.75,2820,1
490000,3,1,4,1910,1
467000,3,2.25,5.25,1270,2
480000,4,2.75,6.75,2050,1
755000,6,2,8,2150,1
760000,4,1.75,5.75,2450,1
387000,2,2.25,4.25,1230,2
925000,4,2.25,6.25,2260,1
415000,2,1,3,1050,1
263000,3,1.75,4.75,1570,2
519900,4,2,6,1820,1
570000,2,1.75,3.75,1540,1
450000,3,1.5,4.5,2060,1
1300000,4,3.5,7.5,4380,1
300000,3,1,4,1090,1
320000,3,1.75,4.75,1480,1
387500,4,1,5,1320,1.5
458000,1,2.25,3.25,2140,1
1212500,4,3.5,7.5,4560,1
380000,4,3,7,2800,2
200000,3,1,4,1050,1
385000,3,1.5,4.5,1490,1
396675,2,1,3,1730,2
452000,4,1,5,1210,1.5
426000,4,2.5,6.5,2800,2
792000,3,1.5,4.5,1570,2
315000,3,2.25,5.25,1400,1
1275000,4,2,6,2850,1
326000,6,3,9,1880,1
268500,2,1,3,790,1
440000,2,1.75,3.75,1300,2
300000,3,1,4,2120,1
525000,3,1.5,4.5,1540,2
978000,4,2.75,6.75,2620,1.5
1125000,6,3,9,2880,2
700000,4,1,5,1680,1.5
315000,2,1,3,790,1
309000,3,1,4,1092,1.5
219950,3,1.5,4.5,1650,1
289000,3,2.5,5.5,2090,2
210000,4,1.75,5.75,2180,1
260000,4,2.5,6.5,1990,2
699000,4,2.5,6.5,2650,2
1800000,4,3.5,7.5,4460,1
299950,3,1,4,910,1
749950,3,2.5,5.5,2770,2
1100000,3,2,5,2390,2
555000,3,2.5,5.5,3050,1
384000,3,2.5,5.5,1700,2
499950,5,3.5,8.5,3200,2
430000,3,1.75,4.75,1200,1
350000,4,2.25,6.25,2220,2
620000,3,2.5,5.5,2480,2
765000,4,2.25,6.25,2560,1
250000,4,1.5,5.5,2500,1
376000,2,1,3,1150,1
475000,4,1.75,5.75,1650,1
120750,3,1.75,4.75,1140,1
1690000,3,1.75,4.75,3400,1
330000,3,1,4,1180,1
619500,3,2.5,5.5,1700,2
345000,3,1.5,4.5,1240,1
598000,5,2.25,7.25,2890,2
335000,3,1,4,1060,1
372500,4,1.75,5.75,1590,2
300000,6,5.25,11.25,2860,2
194000,1,1,2,820,1
507500,3,2,5,2020,1
325000,4,2.25,6.25,1870,1
329900,3,2.5,5.5,2170,2
329000,4,2.5,6.5,1600,1
494000,4,1.75,5.75,2090,1.5
206000,4,2,6,1700,1
423000,4,1.75,5.75,1940,1
259000,3,1,4,1320,1
879950,4,2.25,6.25,3500,1
345600,5,3.5,8.5,2800,2.5
395000,3,1.5,4.5,1080,1.5
625000,4,2.5,6.5,3550,2
439000,3,2,5,2010,2
380000,3,1.75,4.75,1690,2
440000,3,1.5,4.5,1270,3
415000,3,2.25,5.25,1970,2
860000,4,2.75,6.75,3160,2
500000,3,2.5,5.5,1210,3
953007,4,3.5,7.5,3120,2
515000,4,2.5,6.5,2670,2
772000,3,2.25,5.25,1640,3
329995,4,2.5,6.5,2303,2
409316,3,2.5,5.5,1800,2
490000,5,3.5,8.5,4460,3
305000,2,2.5,4.5,1590,2
785000,4,3.5,7.5,3070,2
240000,2,1.75,3.75,1330,1
325000,3,1,4,990,1
535800,4,2.5,6.5,1900,2
720000,3,2.5,5.5,2020,3
374000,3,1.75,4.75,2000,1
189650,2,1.75,3.75,1100,1
420850,1,1,2,960,1
815000,4,2.75,6.75,3488,2
1065000,2,1.75,3.75,1890,2
199000,4,2,6,2030,2
195000,3,1.75,4.75,1380,1
1506000,4,3.25,7.25,3660,2.5
288400,3,2.25,5.25,1870,2
442000,4,2.25,6.25,2080,1
619420,4,2.75,6.75,2450,2
635000,4,2.25,6.25,2750,1
210000,3,1,4,1240,1
512500,3,2.5,5.5,1900,2
567000,3,2.5,5.5,2540,2
525000,3,2.75,5.75,2100,2
475000,4,2,6,1790,1
250000,3,2,5,1170,1
220000,3,1,4,1060,1
230000,5,2,7,1930,1.5
385500,3,2,5,1540,1
895000,5,3,8,2876,1
368250,3,2.5,5.5,2150,2
249900,2,1,3,1140,1
350000,3,1.5,4.5,980,1
175000,3,1.75,4.75,1230,1
270000,3,1.75,4.75,1390,1
495000,3,3.5,6.5,2380,2
1580000,3,3.25,6.25,3690,2
542500,5,3.25,8.25,3010,1.5
330000,3,1,4,1250,1
1003000,4,2.75,6.75,2290,2
299800,2,1,3,790,1
299900,3,2.5,5.5,2720,2
691000,4,2.75,6.75,2550,1
195000,2,1,3,1080,1
405000,3,1.75,4.75,2470,1
360000,2,0.75,2.75,850,1
256750,3,2.5,5.5,1990,1
332500,3,2.25,5.25,1800,2
975000,5,4,9,4850,2
218000,3,1,4,1020,1
429000,3,2.5,5.5,2420,2
589000,4,2.5,6.5,2910,2
255000,3,1.5,4.5,1060,1
668750,4,2.5,6.5,2340,1
344500,4,2.75,6.75,1800,1
452000,4,2,6,1660,1
540000,3,1.75,4.75,1300,1
246000,3,1.5,4.5,1780,1
535000,2,1,3,1030,1
970000,4,3.25,7.25,2790,1
430000,3,1,4,1150,1
520000,4,2.5,6.5,3290,2
712000,4,2.5,6.5,3400,2
450000,2,1,3,1200,1
220000,4,2.5,6.5,2160,2
525000,3,1,4,1450,1
1220000,4,2.5,6.5,3240,2
540000,3,2,5,1470,2
600000,4,2.5,6.5,2360,2
600000,3,2.25,5.25,2230,2
625000,4,2.5,6.5,2630,2
150000,3,1,4,1010,1
389999,3,2.25,5.25,1445,2
285000,3,1.75,4.75,2380,1.5
744000,4,2.75,6.75,2830,2
700000,4,2.5,6.5,3010,2
318989,4,2.25,6.25,2000,1
556000,3,2.25,5.25,2020,2
275000,3,2.5,5.5,2030,2
430000,3,2.75,5.75,2550,2
300000,2,1,3,970,1
396450,3,1.75,4.75,1540,1
225000,2,1,3,1396,1
700000,4,3.25,7.25,2780,2
260000,6,2,8,2220,1
655000,4,3.5,7.5,2350,2
1185000,3,2.25,5.25,2760,2
1550000,3,2.5,5.5,4460,2
413800,3,2,5,1440,1
950000,5,3.75,8.75,5330,2
334990,4,2.5,6.5,2220,2
2700000,5,4.75,9.75,5305,2
1030000,3,4,7,3880,2
1130000,4,3.25,7.25,3810,1
556000,3,3,6,1960,2
360000,3,2.5,5.5,1530,3
480000,4,2.25,6.25,3250,2
324000,3,2.5,5.5,1750,2
1050000,4,3.25,7.25,3440,2
275000,1,0.75,1.75,1170,1
180000,3,1,4,870,1
749000,4,2.5,6.5,2930,2
1600000,3,2.5,5.5,3160,1
373500,2,1,3,800,1
770000,4,2.5,6.5,2350,2
356000,2,1.75,3.75,1060,1
625000,3,1.75,4.75,2060,1
494400,2,1.75,3.75,1560,1
585000,4,1.75,5.75,3000,1
926300,3,1.5,4.5,1660,2
600000,3,1.75,4.75,1650,1
430000,4,3,7,3220,2
307000,3,1.5,4.5,2320,1
604700,4,2.75,6.75,2750,1
219900,3,1,4,910,1
270000,2,1.5,3.5,840,2
432000,3,2.25,5.25,1470,2
300000,6,2,8,2040,1
361000,3,1,4,1100,1.5
249950,2,1,3,940,1
320000,3,2,5,1110,1
305000,4,1.75,5.75,2200,1.5
503000,2,1.75,3.75,2860,1
235750,2,1,3,740,1
657000,4,1.75,5.75,2740,1
385000,3,1,4,1250,1
389950,4,2.5,6.5,3140,2
150000,2,1,3,820,1
254500,4,2.75,6.75,2570,2
555000,4,2.25,6.25,2350,1
1075000,4,3,7,3600,1
245000,4,2,6,1580,1
319950,2,1,3,1070,1
337000,3,1,4,1070,1
492000,4,2,6,1640,2
1170000,3,2.75,5.75,2890,2
348580,3,1,4,1220,1
180000,2,1,3,1400,1
400000,3,1,4,1040,1
295000,4,2,6,980,1
910000,4,3.25,7.25,3340,1.5
1150000,6,4.5,10.5,6040,2
431500,3,3.5,6.5,1900,2
180000,4,1.5,5.5,1740,1
677000,3,2,5,2000,1
1180500,3,1.75,4.75,1610,1
635700,4,2.5,6.5,3240,1
482000,5,2.25,7.25,2230,1
168000,2,2.5,4.5,1160,2
805000,4,2.75,6.75,2410,1
398000,2,1,3,590,1.5
665000,4,2.5,6.5,2600,2
592500,4,3,7,2170,1
940000,4,2.75,6.75,2080,1.5
655000,4,2.5,6.5,2860,2
622500,4,2.5,6.5,2980,2
380000,2,2.5,4.5,1230,2
648360,4,1.75,5.75,2260,1
432000,3,2.75,5.75,2200,1
1050000,4,2.5,6.5,3030,1.5
353250,2,1,3,1060,2
1000000,4,3,7,4260,2
320000,3,2.25,5.25,998,2
349900,4,2.5,6.5,2052,2
330000,4,3.5,7.5,3150,2
408000,3,2.25,5.25,1950,1
321000,3,2.25,5.25,1347,3
1051000,4,3.75,7.75,3860,2.5
2150000,4,5.5,9.5,5060,2
359000,3,1.5,4.5,1360,3
300000,5,2.5,7.5,2760,2
380000,5,3.5,8.5,2420,2
660000,3,2.5,5.5,2450,2
355000,3,2.25,5.25,1280,3
259000,3,2.5,5.5,1550,2
353000,1,1,2,550,2
430000,2,2.5,4.5,1520,2
460000,3,1,4,1670,1.5
80000,1,0.75,1.75,430,1
782000,4,2.5,6.5,2380,2
218000,3,1,4,960,1
325000,3,1,4,1920,1
980000,4,3,7,3680,1
902000,4,2.25,6.25,2530,1
556000,5,2.5,7.5,3840,2
662990,3,1.75,4.75,1240,1.5
225000,2,1,3,1300,1.5
439950,4,2.5,6.5,2380,2
175000,2,1,3,1300,1
306000,2,1,3,780,1
235000,4,2.5,6.5,1810,1
399500,3,1.75,4.75,2420,2
478000,3,1,4,1280,1.5
515000,2,1,3,1680,1
550000,3,2.5,5.5,2510,2
149000,3,1,4,1700,1
526000,3,1.75,4.75,1680,1
527550,1,0.75,1.75,820,1
1050000,3,4,7,4380,2
625000,3,2.5,5.5,2600,1
950000,5,3.25,8.25,3400,2
377691,5,1.75,6.75,2120,1
648475,4,2.75,6.75,2250,1
383000,3,1,4,1800,1
535000,3,2.5,5.5,2210,2
449950,3,2,5,1560,2
465425,4,2.75,6.75,2430,1
675000,4,2.5,6.5,2560,2
599000,3,2.75,5.75,1960,1.5
416000,3,1.5,4.5,1110,1
595000,2,1.5,3.5,1030,1
200000,4,1,5,1350,1
402000,3,2,5,1540,2
433000,4,1.75,5.75,1830,1
275000,4,1.5,5.5,1930,2
410000,3,2,5,1650,1.5
554820,4,2,6,3510,1
1325000,4,3,7,3370,1
735000,3,2.5,5.5,2390,2
607000,3,1,4,1230,1
549900,4,3,7,2830,2
258000,3,1.75,4.75,1620,1
661254,4,4,8,2290,1.5
945000,4,2,6,2840,1
799950,4,3.5,7.5,4220,2
132500,3,1,4,1080,1
467100,3,1.75,4.75,1620,1
1610000,4,3.5,7.5,4390,2
641000,3,1.75,4.75,1620,1
350000,3,1,4,1010,1
335000,4,2.5,6.5,1750,1
900000,3,3.5,6.5,4080,1.5
440000,4,2.5,6.5,2560,1
464600,3,1.75,4.75,1120,1.5
1200000,4,3.5,7.5,4740,2
300000,2,1,3,1340,1
670500,4,2,6,1590,1
552000,3,1,4,1430,1
244000,4,1,5,1450,1
788600,4,2.75,6.75,3500,2
445000,3,2,5,1630,1
530000,4,1.75,5.75,1814,1
90000,2,1,3,580,1
585000,3,2,5,1670,1.5
498000,2,2,4,1140,1
379000,2,1,3,800,1
462000,3,1.75,4.75,1300,1
388000,4,2.5,6.5,2440,2
255000,3,2,5,1490,1.5
665000,3,2.75,5.75,1800,1
550000,3,2,5,1830,1
606000,3,1,4,1500,1
334000,4,2.5,6.5,2210,1
360000,3,2,5,1270,3
235000,2,1,3,1140,1.5
580000,3,2.5,5.5,1620,3
355000,3,2,5,1220,3
375000,2,2.5,4.5,750,2
372000,4,1.75,5.75,1960,1
479000,3,1,4,1370,1.5
2000000,5,4,9,4580,3
1680000,4,4.25,8.25,5584,2
501000,2,1,3,1010,1
245000,3,1.75,4.75,1260,1
496700,3,2.5,5.5,1740,2
347000,4,1.5,5.5,2670,2
199000,2,1,3,720,1
440500,3,2.5,5.5,2460,2
820000,4,2.5,6.5,3670,2
325000,4,3.5,7.5,2630,1.5
195000,3,1.75,4.75,1570,1
675000,3,3,6,2980,1
295000,3,2.5,5.5,1560,2
355300,3,2.5,5.5,1620,1
276000,3,1,4,1140,1
460000,2,1.5,3.5,2730,1
880000,3,2,5,2130,1
370000,3,2.5,5.5,1780,2
346000,4,2.5,6.5,2100,2
172500,3,1,4,1140,1
379950,3,1.5,4.5,1690,1
468000,2,1,3,1160,1
477000,4,2.75,6.75,1720,2
529000,3,1,4,1210,1.5
312000,3,1.5,4.5,1255,3
326100,2,1,3,880,1
360000,3,1,4,1050,1.5
438000,3,1.75,4.75,1650,1
360000,3,1,4,1570,1
1050000,4,2.5,6.5,2920,1
688000,4,3,7,3000,1.5
585000,3,1.75,4.75,1850,1
265000,3,2.5,5.5,1440,1
375000,3,1.75,4.75,1440,1
326500,3,1,4,1810,2
160000,2,1,3,1180,1
1570000,4,3.75,7.75,3070,2
735000,5,2.75,7.75,3390,2
400000,2,1,3,1470,1
800000,4,2.5,6.5,2680,1
949880,4,2.25,6.25,2290,2
405000,3,1.75,4.75,1980,1
399000,4,2.5,6.5,2870,2
730001,3,2,5,1840,1
1795000,4,3.25,7.25,4060,2
260000,3,2,5,1630,1
751750,2,2,4,1880,1.5
325000,3,1.75,4.75,1780,1
344950,4,2,6,2330,1
457500,3,1.75,4.75,1840,1
389000,5,2,7,2330,1
515000,4,2.5,6.5,3200,2
732000,3,2.5,5.5,2330,2
415000,3,2.25,5.25,1950,1
1655000,4,3.5,7.5,3080,2
535000,2,1,3,1040,1
540000,4,4.25,8.25,1960,2
525000,5,3,8,2750,1.5
570000,3,1.75,4.75,1930,1
569950,5,4.5,9.5,4850,2
283200,4,2.5,6.5,1982,2
1100000,3,2.75,5.75,2640,1.5
830000,4,2.5,6.5,1850,1
495000,4,2.25,6.25,1940,1
292050,5,3,8,2840,1
415000,5,1.5,6.5,1900,1
295832,5,1,6,1410,1
450000,4,2.5,6.5,2520,2
1381000,4,3.75,7.75,3160,2.5
857000,4,3,7,3720,2
499950,3,3.5,6.5,1820,2
465000,3,2,5,1560,1
329000,3,1,4,1600,1
475000,3,2,5,1230,1
255000,3,1,4,960,1
435000,3,1,4,1270,1.5
685000,3,2.5,5.5,2810,2
715000,2,2.5,4.5,2160,1
780000,3,3,6,2520,1.5
345000,2,1.5,3.5,1180,2
355000,4,2.25,6.25,1810,2
282000,3,2.5,5.5,1680,1
244000,3,1,4,910,1
967500,3,3.75,6.75,3250,2
375000,3,1.5,4.5,2000,1
1600000,3,3.25,6.25,3790,2
527500,3,1.75,4.75,2310,1
994000,3,2.25,5.25,2510,1.5
313000,3,1.75,4.75,1320,1
587000,3,2.25,5.25,2370,2
304000,3,1,4,900,1
675000,3,2.5,5.5,2540,2
305000,4,1,5,2100,1
280000,3,1,4,1200,1
960000,5,4,9,3720,2
500000,3,2.25,5.25,1760,2
274950,3,1.75,4.75,1670,1
455600,3,2.5,5.5,2420,2
970000,5,3,8,3480,2
312900,4,2.5,6.5,1630,2
535000,4,2.5,6.5,2340,2
427000,2,1,3,920,1
405000,2,1,3,910,1
480000,3,1,4,1150,1
725000,3,1.5,4.5,2500,1.5
293000,4,2.5,6.5,3250,1
268000,4,2,6,1930,1
475000,4,3.5,7.5,3400,2
488000,3,2.5,5.5,1590,3
760000,4,2.5,6.5,3330,2
1710000,5,4.5,9.5,4590,2
754950,3,2.5,5.5,2610,2
263900,3,2.5,5.5,1658,2
460000,3,3.5,6.5,1600,2
399950,3,3,6,1296,3
370000,2,2.25,4.25,1280,2
1149000,4,3,7,5940,2
450800,4,3.25,7.25,2510,2
627000,3,3.5,6.5,2710,2
495000,3,2.5,5.5,1750,3
310000,3,1,4,1430,1.5
550000,4,1,5,1660,1
215000,2,1,3,1320,1
799000,4,3,7,2580,2
630000,4,2.5,6.5,2740,2
267000,3,2.5,5.5,2495,2
900000,6,2.75,8.75,2300,1.5
365000,3,1.5,4.5,1300,1
544500,4,2.5,6.5,2230,1
599000,4,2.75,6.75,2020,1
815000,4,2.25,6.25,2000,2
254000,2,1,3,1060,1
740000,2,1.75,3.75,2080,1
225000,3,2,5,2030,1
925000,3,2.5,5.5,2690,2
1285000,4,2.5,6.5,3240,1
537000,3,2.5,5.5,1550,2
335000,4,2,6,1480,1
840000,4,2.75,6.75,3040,2
224000,3,1.5,4.5,1560,1
395000,3,2.5,5.5,2250,2
450000,3,1,4,1100,1
681000,3,1,4,1700,1.5
898000,5,1.5,6.5,2680,1
370000,3,1,4,800,1
429000,2,1.75,3.75,1350,1
150000,3,1,4,820,1.5
555000,3,2.5,5.5,3160,2
326000,3,2.75,5.75,1720,1
225000,3,2.5,5.5,1680,2
245100,3,1.75,4.75,1300,1
665000,3,2.5,5.5,2190,2
535000,3,2.5,5.5,1720,2
305000,3,1,4,1160,1
999000,7,4,11,3150,1
215000,3,1.75,4.75,1210,1
432500,3,1.75,4.75,1980,1
655000,4,2.5,6.5,2990,2
266200,3,1.5,4.5,1430,1
244615,3,2.5,5.5,2060,2
460000,4,3,7,2230,2
370000,4,2.5,6.5,3090,2
465000,6,3.25,9.25,4250,1
1175000,3,2.5,5.5,1970,1
189000,2,2,4,1700,1
820000,3,2.5,5.5,2510,2
968000,6,2.75,8.75,3610,1
1400000,4,3.25,7.25,2980,2
438750,3,1.75,4.75,1610,1
1210000,4,2.75,6.75,3650,2
600000,4,2,6,2510,1
589000,3,1,4,1110,1.5
590000,3,2,5,1650,2
479900,3,2,5,1980,1
210000,2,1.5,3.5,880,2
745000,3,1.75,4.75,1490,1
840500,3,2,5,2520,1.5
420000,3,1.75,4.75,1820,1
565000,7,4.5,11.5,4140,1
840000,4,2.5,6.5,3420,2
681716,4,2.5,6.5,3150,2
600000,3,1.75,4.75,1580,1
380000,3,2,5,1660,1
168500,3,1,4,1100,1
355000,2,1,3,1270,1
277000,4,1,5,1450,1
236000,4,2.25,6.25,1830,1
270000,3,1.75,4.75,1300,1
700000,2,1.75,3.75,2320,1.5
425000,4,2.75,6.75,1680,1
635000,3,2.5,5.5,2300,1.5
510250,3,1.75,4.75,1400,1
960000,4,2.25,6.25,2410,2
254000,3,2,5,1480,1
299000,3,1,4,1390,1.5
175000,2,1,3,830,1
157500,2,1,3,740,1
580000,5,2,7,1940,1
124740,3,1,4,1340,1
1970000,8,3.5,11.5,4440,2
285000,2,1,3,800,1
242000,3,1.75,4.75,1310,1
840000,4,1.75,5.75,2330,2
474800,2,3.25,5.25,1400,3
490000,4,2.5,6.5,2360,2
465000,3,2.25,5.25,1840,2
515000,4,2.5,6.5,2680,2
430000,3,3.75,6.75,3890,1
253400,3,2,5,1400,1
355000,3,2.5,5.5,2400,1
740000,4,2.25,6.25,2920,2
186950,2,2,4,1390,2
306000,3,2.5,5.5,1680,2
510000,4,1.5,5.5,2040,1
345000,2,1,3,1080,1
875000,3,2.75,5.75,2280,1
700000,4,3.5,7.5,4490,2
1400000,4,3.25,7.25,4700,1
499950,4,2.5,6.5,2798,2
739000,3,2.5,5.5,2810,2
363000,4,2.5,6.5,3753,2
782000,4,3.5,7.5,3910,2
325000,2,2.5,4.5,1050,2
485000,4,1,5,1600,1.5
452000,4,2.25,6.25,2590,1
264950,4,2.25,6.25,1720,1
472000,6,2.5,8.5,4410,1
267500,3,1.75,4.75,1590,1
565000,4,2.5,6.5,2440,2
535000,3,2.5,5.5,1360,3
389000,2,1,3,910,1
400000,4,1.5,5.5,1390,1
264000,3,1.5,4.5,1470,1
690000,4,2.5,6.5,2920,2
412000,3,1.75,4.75,1950,1
695000,3,2.5,5.5,2390,2
246500,3,1.5,4.5,1270,1
230000,2,1,3,950,1
302000,2,1,3,900,1
820000,4,2.25,6.25,2280,1.5
145000,3,1,4,1010,1
436500,2,1,3,1260,1
2453500,4,3.5,7.5,4730,1.5
672000,3,2.5,5.5,2620,2
680000,3,2.25,5.25,2330,1.5
750500,5,3,8,2170,1.5
550000,5,2,7,2450,1
266500,4,1.75,5.75,1880,1
619000,4,2,6,2300,1.5
405000,3,2,5,1240,1
300000,2,1,3,820,1
231000,4,2,6,1530,2
790000,5,3.25,8.25,2900,1
400000,4,2.75,6.75,1240,1
950000,4,3.5,7.5,4140,2
450000,4,2,6,2240,1
595000,3,2,5,1480,1
332000,3,2.25,5.25,2270,1
155000,3,1,4,1250,1
400000,5,2,7,1930,1
349000,4,1.75,5.75,1700,1
529000,3,1,4,1590,1
405000,5,1.75,6.75,1880,1
635200,4,1.75,5.75,1640,1
540000,3,1.5,4.5,2600,1
402000,2,1,3,710,2
3100000,6,4.25,10.25,6980,3
329932,3,1.5,4.5,1460,1
300000,3,2.5,5.5,2080,2
525000,5,2.5,7.5,2630,2
2750000,4,3.25,7.25,4430,2
602500,4,2.5,6.5,2760,2
400000,4,2,6,1670,1
445000,4,1.75,5.75,1990,1.5
525000,3,3,6,2600,1.5
395000,2,1,3,1320,1.5
510000,3,1.5,4.5,2240,2
723000,4,2.25,6.25,1960,1
503000,3,2,5,2590,2
672500,4,2.75,6.75,2620,2
860000,3,2.5,5.5,2770,2
475300,3,1,4,2110,1
295000,4,2.5,6.5,2290,2
1425000,4,4.25,8.25,4960,2.5
250000,2,1,3,1110,1
658000,4,2.75,6.75,3310,2
83000,2,1,3,900,1
685000,3,1.75,4.75,1940,1
210000,3,1.75,4.75,1590,2
650880,3,2.5,5.5,2930,2
350000,4,2.5,6.5,2040,2
305000,2,2.25,4.25,1000,3
645000,3,3.25,6.25,1730,2
385000,3,1,4,1220,1
860000,3,2.25,5.25,3060,2
395000,4,2.5,6.5,2910,2
260000,3,1.75,4.75,1050,1
196440,3,2,5,1560,1
425000,3,1.75,4.75,1680,1
2400000,4,3.25,7.25,4140,1
369000,3,2,5,1550,1
1385000,6,2.75,8.75,5700,1
349900,3,2.5,5.5,2200,2
650000,2,2.5,4.5,1740,2
299950,3,1,4,1210,1
625000,4,3.25,7.25,4240,2
190000,3,2.25,5.25,1590,1
715000,4,1.75,5.75,3420,1
659000,4,2.5,6.5,3190,1
490000,3,1.75,4.75,1920,1
415000,2,1.75,3.75,1340,1
750000,3,1.75,4.75,1700,1
700000,4,2.5,6.5,2310,1.5
425000,3,1.75,4.75,1510,1
642000,3,2.5,5.5,2670,1
655000,4,2.25,6.25,2060,1
1365000,3,2.5,5.5,2090,1.5
458000,5,2.5,7.5,3090,1
330000,2,2.5,4.5,1240,2
384950,3,2.5,5.5,1860,2
560000,3,1.5,4.5,2000,1
950000,4,1.75,5.75,2500,1
465000,4,2.25,6.25,1820,1
425000,3,2.25,5.25,1820,1
315000,3,2,5,1060,1
530000,3,2.5,5.5,1950,2
399000,2,1,3,940,1
168000,2,1.5,3.5,1220,1.5
1886700,5,3.5,8.5,4180,2
374000,3,1,4,1200,1
740000,5,3.75,8.75,3990,2
280000,2,1,3,1880,1
322000,4,2.5,6.5,2280,2
459900,3,1.75,4.75,2580,1
750000,4,2.75,6.75,2600,1
1256500,4,2.5,6.5,3150,2
3710000,4,3.5,7.5,5550,2
427000,5,2.75,7.75,2220,1
800000,2,2.25,4.25,1730,2
735000,4,3,7,2840,1.5
642000,4,2.5,6.5,2560,2
240000,3,2,5,1330,1
645500,2,1,3,1890,1.5
840000,7,4.5,11.5,4290,1.5
475000,2,2,4,1540,2
568000,4,2,6,2340,1
325000,3,1.75,4.75,2180,1
